Line
Airport Line
Chestnut Hill East Line
Chestnut Hill West Line
Cynwyd Line
Fox Chase Line
Glenside Combined Line
Lansdale Doylestown Line
Center City to University City Line
Manayunk/Norristown Line
Media/Elwyn Line
Wilmington/Newark Line
West Trenton Line
Trenton Line
Paoli/Thorndale Line
Warminster Line
Fern Rock to Center City
